meet,meet-href,compiled,compiled-href,Overall,Name,Year,Team,Time,Overall,Name,Year,Team,Distance
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","2","Clark, Kaylah","12","Miami Northwestern HS","","2","Clark, Kaylah","12","Miami Northwestern HS","39.46m"
"SCIAC Track and Field Multi-Dual # 1","https://www.directathletics.com/results/track/48223.html","Compiled","https://www.directathletics.com/results/track/48223_m.html","3","Peterson, Reese","FR-1","Claremont-Mudd-Scripps","","3","Peterson, Reese","FR-1","Claremont-Mudd-Scripps","37.90m"
"2017 Lloyd Sigler Spring Meet","https://www.directathletics.com/results/track/48568.html","Compiled","https://www.directathletics.com/results/track/48568_f.html","6","Brown, Anyia","FR-1","Gallaudet","15.54","6","Brown, Anyia","FR-1","Gallaudet",""
"Whiteland HSR Qualifier #1","https://www.directathletics.com/results/track/47067.html","Compiled","https://www.directathletics.com/results/track/47067_m.html","5","Walden, Brady","SR","New Palestine","7.17","5","Walden, Brady","SR","New Palestine",""
"2017 Butch Reynolds Invite","https://www.directathletics.com/results/track/49529.html","Compiled","https://www.directathletics.com/results/track/49529_f.html","","","","","","","","","",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","","Gellis Morais, Isabella","12","Our Lady of Lourdes Acade","","","Gellis Morais, Isabella","12","Our Lady of Lourdes Acade","DNS"
"IWU HSR Qualifier #2","https://www.directathletics.com/results/track/47225.html","Compiled","https://www.directathletics.com/results/track/47225_m.html","2","Hardin, James","JR","Noblesville","7.24","2","Hardin, James","JR","Noblesville",""
"2017 Coed Golden Timer Meet","https://www.directathletics.com/results/track/49026.html","Compiled","https://www.directathletics.com/results/track/49026_m.html","","","","","","","","","",""
"Cal Opener 2017","https://www.directathletics.com/results/track/47376.html","Compiled","https://www.directathletics.com/results/track/47376_f.html","1","Scholis, Jayla","SR-4","California","11.86","1","Scholis, Jayla","SR-4","California",""
"Jacksonville HS Indoor Class A","https://www.directathletics.com/results/track/48792.html","Compiled","https://www.directathletics.com/results/track/48792_m.html","8","Hiler, Bryce","FR","Virden","7.63","8","Hiler, Bryce","FR","Virden",""
"2017 Indian Open","https://www.directathletics.com/results/track/48196.html","Compiled","https://www.directathletics.com/results/track/48196_f.html","2","Scott, Tychina","SR","Thea Bowman Academy","7.72","2","Scott, Tychina","SR","Thea Bowman Academy",""
"All-UC Challenge","https://www.directathletics.com/results/track/48350.html","Compiled","https://www.directathletics.com/results/track/48350_f.html","9","Triant, Gabriela","SO-2","UC Santa Barbara","13.65","9","Triant, Gabriela","SO-2","UC Santa Barbara",""
"New Haven Invite","https://www.directathletics.com/results/track/47867.html","Compiled","https://www.directathletics.com/results/track/47867_m.html","53","Foote, Logan","JR","Ft. Wayne Blackhawk Christian","7.95","53","Foote, Logan","JR","Ft. Wayne Blackhawk Christian",""
"Jacksonville HS Indoor Class A","https://www.directathletics.com/results/track/48792.html","Compiled","https://www.directathletics.com/results/track/48792_m.html","6","Reese, Jared","SR","Deer Creek-Mackinaw","7.39","6","Reese, Jared","SR","Deer Creek-Mackinaw",""
"Riverside City 4-Way","https://www.directathletics.com/results/track/49384.html","Compiled","https://www.directathletics.com/results/track/49384_f.html","0","Parrish, Tia","FR","Riverside","12.10","0","Parrish, Tia","FR","Riverside",""
"HF Indoor Meet 3/7","https://www.directathletics.com/results/track/49131.html","Compiled","https://www.directathletics.com/results/track/49131_m.html","15","Greer, Xavier","","Eisenhower (Blue Island)","","15","Greer, Xavier","","Eisenhower (Blue Island)","32'  6"""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","8","Stallings, Steven","11","G. Holmes Braddock HS","11.00","8","Stallings, Steven","11","G. Holmes Braddock HS",""
"Dade Christian Crusder Classic Middle School Invitational","https://www.directathletics.com/results/track/47330.html","Compiled","https://www.directathletics.com/results/track/47330_f.html","","Ramirez, Gabriela","8","Carrollton MS","DNS","","Ramirez, Gabriela","8","Carrollton MS",""
"Boyd Jr High Meet","https://www.directathletics.com/results/track/48977.html","Compiled","https://www.directathletics.com/results/track/48977_m.html","7","Penny, Dalton","7","Paradise 7th Boys","14.54","7","Penny, Dalton","7","Paradise 7th Boys",""
"Blue and White Relays","https://www.directathletics.com/results/track/48722.html","Compiled","https://www.directathletics.com/results/track/48722_f.html","9","Harper, Adreana","JR","North Central (Indianapolis)","8.51","9","Harper, Adreana","JR","North Central (Indianapolis)",""
"Duck Roost Relays","https://www.directathletics.com/results/track/48199.html","Compiled","https://www.directathletics.com/results/track/48199_m.html","","","","","","","","","",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","7","Vazquez, Manuel","11","John A. Ferguson HS","","7","Vazquez, Manuel","11","John A. Ferguson HS","35.29m"
"Boyd Jr High Meet","https://www.directathletics.com/results/track/48977.html","Compiled","https://www.directathletics.com/results/track/48977_m.html","6","Moser, Luke","7","Ponder Junior High","14.50","6","Moser, Luke","7","Ponder Junior High",""
"Tufts Final Qualifier","https://www.directathletics.com/results/track/47625.html","Compiled","https://www.directathletics.com/results/track/47625_m.html","3","Jones, Robert","FR-1","Tufts","7.07","3","Jones, Robert","FR-1","Tufts",""
"PINE CREST PANTHER RELAYS","https://www.directathletics.com/results/track/48252.html","Compiled","https://www.directathletics.com/results/track/48252_f.html","3","McFarlane, Amanda","SO","Douglas","13.79","3","McFarlane, Amanda","SO","Douglas",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","9","Dawson, Chaniya","9","Miami Northwestern HS","","9","Dawson, Chaniya","9","Miami Northwestern HS","30.04m"
"New Haven Invite","https://www.directathletics.com/results/track/47867.html","Compiled","https://www.directathletics.com/results/track/47867_m.html","62","Strong, Robert","FR","Ft. Wayne Blackhawk Christian","9.18","62","Strong, Robert","FR","Ft. Wayne Blackhawk Christian",""
"2017 Lloyd Sigler Spring Meet","https://www.directathletics.com/results/track/48568.html","Compiled","https://www.directathletics.com/results/track/48568_m.html","2","Volz, Andrew","SR-4","Salisbury","","2","Volz, Andrew","SR-4","Salisbury","43.01m"
"Mississippi College Season Opener","https://www.directathletics.com/results/track/47362.html","Compiled","https://www.directathletics.com/results/track/47362_m.html","1","Suber, Tej","SO-2","Rhodes","","1","Suber, Tej","SO-2","Rhodes","48.30m"
"D & H Sports Relays","https://www.directathletics.com/results/track/47619.html","Compiled","https://www.directathletics.com/results/track/47619_m.html","4","Cherry, Tyree","SR","Richwood","11.45","4","Cherry, Tyree","SR","Richwood",""
"FAMU Relays","https://www.directathletics.com/results/track/48194.html","Compiled","https://www.directathletics.com/results/track/48194_f.html","8","Nieto-Thomas, Mariah","FR-1","Albany State","","8","Nieto-Thomas, Mariah","FR-1","Albany State","9.78m"
"D & H Sports Relays","https://www.directathletics.com/results/track/47619.html","Compiled","https://www.directathletics.com/results/track/47619_m.html","2","Taylor, Lastarksy","JR","Richwood","","2","Taylor, Lastarksy","JR","Richwood","144'  9"""
"BCL East Meet 1","https://www.directathletics.com/results/track/48213.html","Compiled","https://www.directathletics.com/results/track/48213_m.html","31","Cruz, Erick","SR","Making Waves Academy","13.81","31","Cruz, Erick","SR","Making Waves Academy",""
"Little Giant Charger HSR Qualifier 2017","https://www.directathletics.com/results/track/48450.html","Compiled","https://www.directathletics.com/results/track/48450_f.html","","","","","","","","","",""
"Tufts Final Qualifier","https://www.directathletics.com/results/track/47625.html","Compiled","https://www.directathletics.com/results/track/47625_f.html","7","Jacques, Alexandra","JR-3","Oneonta","8.04","7","Jacques, Alexandra","JR-3","Oneonta",""
"Los Lunas Invitational","https://www.directathletics.com/results/track/48592.html","Compiled","https://www.directathletics.com/results/track/48592_f.html","19","Armijo, Vivika","SO","Capital","15.00","19","Armijo, Vivika","SO","Capital",""
"Trine HSR Qualifier #1","https://www.directathletics.com/results/track/48953.html","Compiled","https://www.directathletics.com/results/track/48953_m.html","14","Wiersma, Preston","SO","Angola","8.01","14","Wiersma, Preston","SO","Angola",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","3","Horne Jr., Terrence","11","Miramar HS","10.61","3","Horne Jr., Terrence","11","Miramar HS",""
"2017 American River Beaver Relays and Invitational","https://www.directathletics.com/results/track/48292.html","Compiled","https://www.directathletics.com/results/track/48292_f.html","9","Johnson, Kyleah","SO","American River","12.65","9","Johnson, Kyleah","SO","American River",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","2","Thompson, Zatoria","9","St. Thomas Aquinas HS","12.05","2","Thompson, Zatoria","9","St. Thomas Aquinas HS",""
"Bloomington North Invite","https://www.directathletics.com/results/track/48861.html","Compiled","https://www.directathletics.com/results/track/48861_f.html","4","Williams, Bre'Asia","FR","Evansville Harrison","8.19","4","Williams, Bre'Asia","FR","Evansville Harrison",""
"New Haven Invite","https://www.directathletics.com/results/track/47867.html","Compiled","https://www.directathletics.com/results/track/47867_m.html","56","Fowlkes, Terrion","SO","New Haven","7.99","56","Fowlkes, Terrion","SO","New Haven",""
"Sycamore Boys Invite 2017","https://www.directathletics.com/results/track/49269.html","Compiled","https://www.directathletics.com/results/track/49269_m.html","","","","","","","","","",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","","Linares, Leo","11","Miami Sunset HS","","","Linares, Leo","11","Miami Sunset HS","ND"
"D & H Sports Relays","https://www.directathletics.com/results/track/47619.html","Compiled","https://www.directathletics.com/results/track/47619_f.html","7","Dismuke, Alyssa","7","St. Frederick","","7","Dismuke, Alyssa","7","St. Frederick","51'  11"""
"2017 American River Beaver Relays and Invitational","https://www.directathletics.com/results/track/48292.html","Compiled","https://www.directathletics.com/results/track/48292_f.html","","Barker, Kelsey","FR","Yuba","","","Barker, Kelsey","FR","Yuba","null"
"Trine HSR Qualifier #1","https://www.directathletics.com/results/track/48953.html","Compiled","https://www.directathletics.com/results/track/48953_m.html","7","Schnepf, Chase","SO","Angola","7.64","7","Schnepf, Chase","SO","Angola",""
"Bloomington North Invite","https://www.directathletics.com/results/track/48861.html","Compiled","https://www.directathletics.com/results/track/48861_m.html","2","Kirtz, Bryce","SO","Brownsburg","7.13","2","Kirtz, Bryce","SO","Brownsburg",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","","Balsera, Christian","11","Coral Gables HS","","","Balsera, Christian","11","Coral Gables HS","ND"
"Los Lunas Invitational","https://www.directathletics.com/results/track/48592.html","Compiled","https://www.directathletics.com/results/track/48592_m.html","","Reyes, Sammy","JR","Ruidoso","","","Reyes, Sammy","JR","Ruidoso","ND"
"D & H Sports Relays","https://www.directathletics.com/results/track/47619.html","Compiled","https://www.directathletics.com/results/track/47619_m.html","6","Sullivan, Charles","JR","Woodlawn, Shreveport","11.53","6","Sullivan, Charles","JR","Woodlawn, Shreveport",""
"University High School Invitational","https://www.directathletics.com/results/track/48982.html","Compiled","https://www.directathletics.com/results/track/48982_f.html","9","Kelley-Weatherspoon, Ayana","JR","Urbana","8.22","9","Kelley-Weatherspoon, Ayana","JR","Urbana",""
"Chili Quad","https://www.directathletics.com/results/track/47998.html","Compiled","https://www.directathletics.com/results/track/47998_f.html","4","Torres, Gloria","SO","Los Alamos","","4","Torres, Gloria","SO","Los Alamos","84'  1"""
"Dade Christian Crusder Classic Middle School Invitational","https://www.directathletics.com/results/track/47330.html","Compiled","https://www.directathletics.com/results/track/47330_f.html","11","Garrogerriaechabaria, Leire","7","Doral Academy Middle School","15.71","11","Garrogerriaechabaria, Leire","7","Doral Academy Middle School",""
"Cal Opener 2017","https://www.directathletics.com/results/track/47376.html","Compiled","https://www.directathletics.com/results/track/47376_f.html","2","Mundt, Michaela","JR-3","UC Davis","","2","Mundt, Michaela","JR-3","UC Davis","54.65m"
"Savannah State Tiger Relays","https://www.directathletics.com/results/track/47013.html","Compiled","https://www.directathletics.com/results/track/47013_m.html","4","Shelton, Kelvin","JR-3","Tuskegee","","4","Shelton, Kelvin","JR-3","Tuskegee","22.32m"
"FAMU Relays","https://www.directathletics.com/results/track/48194.html","Compiled","https://www.directathletics.com/results/track/48194_m.html","8","Norman, Julius","JR","Unattached","11.43","8","Norman, Julius","JR","Unattached",""
"Savannah State Tiger Relays","https://www.directathletics.com/results/track/47013.html","Compiled","https://www.directathletics.com/results/track/47013_f.html","5","Foster, Beyunka","SO-2","Georgia Southern","12.73","5","Foster, Beyunka","SO-2","Georgia Southern",""
"HF Indoor Meet 3/7","https://www.directathletics.com/results/track/49131.html","Compiled","https://www.directathletics.com/results/track/49131_m.html","13","Walker Jr., Jermaine","JR","Homewood-Flossmoor","","13","Walker Jr., Jermaine","JR","Homewood-Flossmoor","34'  0"""
"2017 Barbers Hill JV Track Meet","https://www.directathletics.com/results/track/48539.html","Compiled","https://www.directathletics.com/results/track/48539_m.html","6","Woodward, Chance","SO","Mont Belvieu Barbers Hill","12.16","6","Woodward, Chance","SO","Mont Belvieu Barbers Hill",""
"2nd Annual Victor Ice Breaker Duals","https://www.directathletics.com/results/track/47352.html","Compiled","https://www.directathletics.com/results/track/47352_m.html","1","Bailey , Barnett","SO-2","Shorter","10.83","1","Bailey , Barnett","SO-2","Shorter",""
"2017 American River Beaver Relays and Invitational","https://www.directathletics.com/results/track/48292.html","Compiled","https://www.directathletics.com/results/track/48292_m.html","9","Collier, Dion","FR","Diablo Valley","10.94","9","Collier, Dion","FR","Diablo Valley",""
"IWU HSR Qualifier #2","https://www.directathletics.com/results/track/47225.html","Compiled","https://www.directathletics.com/results/track/47225_f.html","26","Lamb, Brittany","JR","Maconaquah","8.97","26","Lamb, Brittany","JR","Maconaquah",""
"ERAU vs WV Wesleyan","https://www.directathletics.com/results/track/49041.html","Compiled","https://www.directathletics.com/results/track/49041_m.html","4","Buchanan, Kyle","","Unattached","11.56","4","Buchanan, Kyle","","Unattached",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","6","Kehoe, Sarah","11","Vero Beach HS","","6","Kehoe, Sarah","11","Vero Beach HS","34.71m"
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","6","Karr, Victoria","9","Coral Reef HS","12.47","6","Karr, Victoria","9","Coral Reef HS",""
"SCIAC Track and Field Multi-Dual # 1","https://www.directathletics.com/results/track/48223.html","Compiled","https://www.directathletics.com/results/track/48223_m.html","4","Abele, Ryan","JR-3","Pomona-Pitzer","11.27","4","Abele, Ryan","JR-3","Pomona-Pitzer",""
"2nd Annual Victor Ice Breaker Duals","https://www.directathletics.com/results/track/47352.html","Compiled","https://www.directathletics.com/results/track/47352_m.html","4","Nowinski, Craig","FR-1","Southern Wesleyan","","4","Nowinski, Craig","FR-1","Southern Wesleyan","32.40m"
"SCIAC Multi-Dual #1","https://www.directathletics.com/results/track/48614.html","Compiled","https://www.directathletics.com/results/track/48614_f.html","5","Harrison, Rayna","SO-2","La Verne","","5","Harrison, Rayna","SO-2","La Verne","32.95m"
"Cal Opener 2017","https://www.directathletics.com/results/track/47376.html","Compiled","https://www.directathletics.com/results/track/47376_m.html","4","Okoroike, Basil","SR-4","UC Davis","11.12","4","Okoroike, Basil","SR-4","UC Davis",""
"2017 American River Beaver Relays and Invitational","https://www.directathletics.com/results/track/48292.html","Compiled","https://www.directathletics.com/results/track/48292_f.html","3","Borello, Melissa","SO","De Anza","","3","Borello, Melissa","SO","De Anza","null"
"Little Giant Charger HSR Qualifier 2017","https://www.directathletics.com/results/track/48450.html","Compiled","https://www.directathletics.com/results/track/48450_m.html","13","Pilecki, Caleb","SO","Fountain Central","7.90","13","Pilecki, Caleb","SO","Fountain Central",""
"2nd Annual Victor Ice Breaker Duals","https://www.directathletics.com/results/track/47352.html","Compiled","https://www.directathletics.com/results/track/47352_f.html","8","Hudson, Rachel","SO-2","U. of the South","","8","Hudson, Rachel","SO-2","U. of the South","25.88m"
"Boyd Jr High Meet","https://www.directathletics.com/results/track/48977.html","Compiled","https://www.directathletics.com/results/track/48977_f.html","4","Matlock, Mckenzie","7","Peaster Middle School","14.89","4","Matlock, Mckenzie","7","Peaster Middle School",""
"UAH Charger Invitational","https://www.directathletics.com/results/track/48978.html","Compiled","https://www.directathletics.com/results/track/48978_m.html","6","White, Raymond","SO-2","Morehouse","11.54","6","White, Raymond","SO-2","Morehouse",""
"D & H Sports Relays","https://www.directathletics.com/results/track/47619.html","Compiled","https://www.directathletics.com/results/track/47619_m.html","16","Wade, Javiar","JR","Richwood","","16","Wade, Javiar","JR","Richwood","89'  0"""
"Roncalli HSR Qualifier #1","https://www.directathletics.com/results/track/47325.html","Compiled","https://www.directathletics.com/results/track/47325_f.html","2","Smith, Jordan","JR","Brebeuf Jesuit","8.11","2","Smith, Jordan","JR","Brebeuf Jesuit",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","","Granger, Antinique","12","Miami Palmetto HS","","","Granger, Antinique","12","Miami Palmetto HS","FOUL"
"All-UC Challenge","https://www.directathletics.com/results/track/48350.html","Compiled","https://www.directathletics.com/results/track/48350_m.html","1","Azu-Irondi, Sike","JR-3","UC Santa Barbara","10.55","1","Azu-Irondi, Sike","JR-3","UC Santa Barbara",""
"FAMU Relays","https://www.directathletics.com/results/track/48194.html","Compiled","https://www.directathletics.com/results/track/48194_m.html","2","Jackson, Christopher","FR-1","Albany State","10.83","2","Jackson, Christopher","FR-1","Albany State",""
"D & H Sports Relays","https://www.directathletics.com/results/track/47619.html","Compiled","https://www.directathletics.com/results/track/47619_m.html","12","Scott, Larry","SO","Ferriday","","12","Scott, Larry","SO","Ferriday","91'  5"""
"2017 Apollo Boys & Girls Conference Indoor Meet","https://www.directathletics.com/results/track/48575.html","Compiled","https://www.directathletics.com/results/track/48575_m.html","1","Patterson, Noah","SR","Mattoon","7.25","1","Patterson, Noah","SR","Mattoon",""
"BHS Lady Raider Indoor","https://www.directathletics.com/results/track/49323.html","Compiled","https://www.directathletics.com/results/track/49323_f.html","","","","","","","","","",""
"ERAU vs WV Wesleyan","https://www.directathletics.com/results/track/49041.html","Compiled","https://www.directathletics.com/results/track/49041_f.html","5","Demi, Katie","FR-1","West Virginia Wesleyan","14.69","5","Demi, Katie","FR-1","West Virginia Wesleyan",""
"Mississippi College Season Opener","https://www.directathletics.com/results/track/47362.html","Compiled","https://www.directathletics.com/results/track/47362_m.html","21","Harris, Adrian","FR-1","Rhodes","11.34","21","Harris, Adrian","FR-1","Rhodes",""
"Artesia Junior High Meet","https://www.directathletics.com/results/track/49140.html","Compiled","https://www.directathletics.com/results/track/49140_m.html","","","","","","","","","",""
"ERAU vs WV Wesleyan","https://www.directathletics.com/results/track/49041.html","Compiled","https://www.directathletics.com/results/track/49041_m.html","2","Guillermo, Carlos","SO-2","Embry-Riddle","","2","Guillermo, Carlos","SO-2","Embry-Riddle","49.53m"
"ERAU vs WV Wesleyan","https://www.directathletics.com/results/track/49041.html","Compiled","https://www.directathletics.com/results/track/49041_f.html","4","Czulewicz, Rachel","SO-2","West Virginia Wesleyan","14.40","4","Czulewicz, Rachel","SO-2","West Virginia Wesleyan",""
"2017 Lloyd Sigler Spring Meet","https://www.directathletics.com/results/track/48568.html","Compiled","https://www.directathletics.com/results/track/48568_m.html","3","Usher, Daniel","","Howard CC","","3","Usher, Daniel","","Howard CC","41.52m"
"Trine HSR Qualifier #1","https://www.directathletics.com/results/track/48953.html","Compiled","https://www.directathletics.com/results/track/48953_f.html","","","","","","","","","",""
"Tufts Final Qualifier","https://www.directathletics.com/results/track/47625.html","Compiled","https://www.directathletics.com/results/track/47625_m.html","4","Weaver, Amman","JR-3","SUNY Geneseo","7.07","4","Weaver, Amman","JR-3","SUNY Geneseo",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","4","Cadet, Myrka","8","American Heritage MS/HS (","12.30","4","Cadet, Myrka","8","American Heritage MS/HS (",""
"Riverside City 4-Way","https://www.directathletics.com/results/track/49384.html","Compiled","https://www.directathletics.com/results/track/49384_f.html","0","Anwuli, Joann","SO","Riverside","","0","Anwuli, Joann","SO","Riverside","27.55m"
"OWL HSR 2017","https://www.directathletics.com/results/track/48043.html","Compiled","https://www.directathletics.com/results/track/48043_m.html","4","Tender, Elza","SR","Providence Cristo Rey","7.48","4","Tender, Elza","SR","Providence Cristo Rey",""
"Jacksonville HS Indoor Class A","https://www.directathletics.com/results/track/48792.html","Compiled","https://www.directathletics.com/results/track/48792_f.html","","","","","","","","","",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","","Ishmael, kaylah","12","McArthur HS","","","Ishmael, kaylah","12","McArthur HS","DNS"
"BHS Lady Raider Indoor","https://www.directathletics.com/results/track/49323.html","Compiled","https://www.directathletics.com/results/track/49323_f.html","5",",","","St. Joseph (Ogden)","","5",",","","St. Joseph (Ogden)","null"
"De La Salle Gold Invite","https://www.directathletics.com/results/track/49135.html","Compiled","https://www.directathletics.com/results/track/49135_f.html","7","Valentin, Adamaris","SO","Lake View","10.44","7","Valentin, Adamaris","SO","Lake View",""
"2017 Butch Reynolds Invite","https://www.directathletics.com/results/track/49529.html","Compiled","https://www.directathletics.com/results/track/49529_m.html","9","Jackson, Wesley","FR-1","Pratt CC","11.47","9","Jackson, Wesley","FR-1","Pratt CC",""
"Riverside City 4-Way","https://www.directathletics.com/results/track/49384.html","Compiled","https://www.directathletics.com/results/track/49384_m.html","0","Wiekamp-Huete, Keegan","SO","Riverside","","0","Wiekamp-Huete, Keegan","SO","Riverside","48.95m"
"All-UC Challenge","https://www.directathletics.com/results/track/48350.html","Compiled","https://www.directathletics.com/results/track/48350_m.html","8","Elijah, Emmanuel","SR-4","UC San Diego","11.20","8","Elijah, Emmanuel","SR-4","UC San Diego",""
"Duck Roost Relays","https://www.directathletics.com/results/track/48199.html","Compiled","https://www.directathletics.com/results/track/48199_f.html","1","Glasby, Madison","FR","St. Amant","","1","Glasby, Madison","FR","St. Amant","null"
"2017 Coed Golden Timer Meet","https://www.directathletics.com/results/track/49026.html","Compiled","https://www.directathletics.com/results/track/49026_f.html","28","Green, Karen","FR","Simeon","8.82","28","Green, Karen","FR","Simeon",""
"Duck Roost Relays","https://www.directathletics.com/results/track/48199.html","Compiled","https://www.directathletics.com/results/track/48199_m.html","7","James, Chandler","SO","St. Michael","26.33","7","James, Chandler","SO","St. Michael",""
"York Girls Invitational #3","https://www.directathletics.com/results/track/48988.html","Compiled","https://www.directathletics.com/results/track/48988_f.html","3",",","","Prospect","","3",",","","Prospect","null"
"New Haven Invite","https://www.directathletics.com/results/track/47867.html","Compiled","https://www.directathletics.com/results/track/47867_f.html","48","Rashawans, Shamari","SO","New Haven","9.54","48","Rashawans, Shamari","SO","New Haven",""
"Roncalli HSR Qualifier #1","https://www.directathletics.com/results/track/47325.html","Compiled","https://www.directathletics.com/results/track/47325_m.html","6","Vander Kooy, Adam","SO","Brebeuf Jesuit","7.38","6","Vander Kooy, Adam","SO","Brebeuf Jesuit",""
"Cal Opener 2017","https://www.directathletics.com/results/track/47376.html","Compiled","https://www.directathletics.com/results/track/47376_f.html","5","Escalante, Jessica","SR-4","Cal Poly","12.31","5","Escalante, Jessica","SR-4","Cal Poly",""
"2017 Apollo Boys & Girls Conference Indoor Meet","https://www.directathletics.com/results/track/48575.html","Compiled","https://www.directathletics.com/results/track/48575_m.html","4","Hasty, Braden","JR","Effingham","7.68","4","Hasty, Braden","JR","Effingham",""
"FAMU Relays","https://www.directathletics.com/results/track/48194.html","Compiled","https://www.directathletics.com/results/track/48194_m.html","3","Francois, Jayson","SO-2","Florida A&M","","3","Francois, Jayson","SO-2","Florida A&M","11.56m"
"ERAU vs WV Wesleyan","https://www.directathletics.com/results/track/49041.html","Compiled","https://www.directathletics.com/results/track/49041_m.html","2","Ortiz, Jacob","JR-3","West Virginia Wesleyan","11.19","2","Ortiz, Jacob","JR-3","West Virginia Wesleyan",""
"All-UC Challenge","https://www.directathletics.com/results/track/48350.html","Compiled","https://www.directathletics.com/results/track/48350_f.html","11","Villanueva, Brianna","FR-1","UC Irvine","","11","Villanueva, Brianna","FR-1","UC Irvine","36.99m"
"BHS Lady Raider Indoor","https://www.directathletics.com/results/track/49323.html","Compiled","https://www.directathletics.com/results/track/49323_f.html","3",",","","Springfield (Southeast)","","3",",","","Springfield (Southeast)","null"
"2017 American River Beaver Relays and Invitational","https://www.directathletics.com/results/track/48292.html","Compiled","https://www.directathletics.com/results/track/48292_m.html","8","Safi, Mousawer","FR","Diablo Valley","10.92","8","Safi, Mousawer","FR","Diablo Valley",""
"Riverside City 4-Way","https://www.directathletics.com/results/track/49384.html","Compiled","https://www.directathletics.com/results/track/49384_m.html","","","","","","","","","",""
"Whiteland HSR Qualifier #1","https://www.directathletics.com/results/track/47067.html","Compiled","https://www.directathletics.com/results/track/47067_f.html","6","McClarney, McKenzie","SO","Greenwood Community","8.22","6","McClarney, McKenzie","SO","Greenwood Community",""
"Gold Medal Invite 2017","https://www.directathletics.com/results/track/48984.html","Compiled","https://www.directathletics.com/results/track/48984_m.html","","","","","","","","","",""
"Orange Empire Conference Multi-Event Championships","https://www.directathletics.com/results/track/48184.html","Compiled","https://www.directathletics.com/results/track/48184_f.html","5","King, TiJanique","FR","Riverside","null","5","King, TiJanique","FR","Riverside",""
"Chili Quad","https://www.directathletics.com/results/track/47998.html","Compiled","https://www.directathletics.com/results/track/47998_m.html","3","Assed, Hemza","JR","ABQ Academy","","3","Assed, Hemza","JR","ABQ Academy","111'  3"""
"Los Lunas Invitational","https://www.directathletics.com/results/track/48592.html","Compiled","https://www.directathletics.com/results/track/48592_m.html","","Silva, Anthony Trey","SR","Santa Fe","","","Silva, Anthony Trey","SR","Santa Fe","ND"
"Los Lunas Invitational","https://www.directathletics.com/results/track/48592.html","Compiled","https://www.directathletics.com/results/track/48592_m.html","26","Sanchez, Diego","SO","Los Lunas","","26","Sanchez, Diego","SO","Los Lunas","77'  2"""
"HF Indoor Meet 3/7","https://www.directathletics.com/results/track/49131.html","Compiled","https://www.directathletics.com/results/track/49131_m.html","32","Martinez, Christopher","SO","Lincoln-Way Central","","32","Martinez, Christopher","SO","Lincoln-Way Central","24'  1"""
"Lane Heptathlon","https://www.directathletics.com/results/track/49364.html","Compiled","https://www.directathletics.com/results/track/49364_f.html","6","Walters, Ashley","FR","Lane CC","null","6","Walters, Ashley","FR","Lane CC",""
"Battle of the Beaches","https://www.directathletics.com/results/track/48170.html","Compiled","https://www.directathletics.com/results/track/48170_m.html","","","","","","","","","",""
"SCIAC Multi-Dual #1","https://www.directathletics.com/results/track/48614.html","Compiled","https://www.directathletics.com/results/track/48614_f.html","2","Cordoba, Ana","FR-1","Cal Lutheran","12.67","2","Cordoba, Ana","FR-1","Cal Lutheran",""
"Los Lunas Invitational","https://www.directathletics.com/results/track/48592.html","Compiled","https://www.directathletics.com/results/track/48592_m.html","39","Wasilowski, Anthony","JR","Hot Springs","","39","Wasilowski, Anthony","JR","Hot Springs","39'  10.5"""
